date,station_id,rain_mm,tmax_c,tmin_c,rh_mean_pct,wind_kmh
2023-02-18,MOCK_AWS_01,,,,,
2023-02-19,MOCK_AWS_01,0.0,27.5,10.8,64.0,11.2
2023-02-20,MOCK_AWS_01,0.0,24.5,9.1,57.0,6.9
2023-02-21,MOCK_AWS_01,0.0,23.7,8.7,58.0,8.8
2023-02-22,MOCK_AWS_01,4.7,23.4,11.7,48.0,7.0
2023-02-23,MOCK_AWS_01,0.0,26.6,9.6,65.0,10.6
2023-02-24,MOCK_AWS_01,0.0,23.5,8.9,57.0,6.7
2023-02-25,MOCK_AWS_01,0.0,26.2,11.0,59.0,8.8
2023-02-26,MOCK_AWS_01,0.0,28.2,13.8,58.0,10.1
2023-02-27,MOCK_AWS_01,1.5,28.3,14.2,45.0,9.9
2023-02-28,MOCK_AWS_01,0.0,27.2,12.9,57.0,8.2
2023-03-01,MOCK_AWS_01,0.0,28.4,14.3,62.0,6.7
2023-03-02,MOCK_AWS_01,0.0,26.8,10.4,60.0,9.1
2023-03-03,MOCK_AWS_01,0.0,25.7,9.1,68.0,9.8
2023-03-04,MOCK_AWS_01,3.1,23.0,10.7,52.0,18.2
2023-03-05,MOCK_AWS_01,0.0,25.8,11.2,58.0,12.1
2023-03-06,MOCK_AWS_01,0.0,27.2,11.6,62.0,6.0
2023-03-07,MOCK_AWS_01,0.0,24.1,8.4,53.0,9.3
2023-03-08,MOCK_AWS_01,0.0,25.9,9.1,60.0,6.2
2023-03-09,MOCK_AWS_01,0.0,21.1,7.7,60.0,11.2
2023-03-10,MOCK_AWS_01,0.0,25.9,10.5,57.0,9.7
2023-03-11,MOCK_AWS_01,0.0,23.6,8.6,49.0,7.2
2023-03-12,MOCK_AWS_01,0.0,27.1,11.4,53.0,9.6
2023-03-13,MOCK_AWS_01,0.0,29.4,13.0,48.0,12.1
2023-03-14,MOCK_AWS_01,0.0,30.2,14.3,54.0,5.8
2023-03-15,MOCK_AWS_01,0.0,29.5,14.1,51.0,8.1
2023-03-16,MOCK_AWS_01,0.0,33.9,15.6,54.0,5.1
2023-03-17,MOCK_AWS_01,0.3,32.4,17.3,57.0,7.5
2023-03-18,MOCK_AWS_01,9.8,25.9,14.1,34.0,8.3
2023-03-19,MOCK_AWS_01,0.0,26.7,11.8,52.0,6.6
2023-03-20,MOCK_AWS_01,14.1,26.1,14.4,43.0,9.6
2023-03-21,MOCK_AWS_01,0.0,30.0,13.5,59.0,5.5
2023-03-22,MOCK_AWS_01,0.0,30.5,13.9,47.0,5.0
2023-03-23,MOCK_AWS_01,0.0,29.4,15.5,48.0,6.9
2023-03-24,MOCK_AWS_01,0.0,34.2,17.1,44.0,5.3
2023-03-25,MOCK_AWS_01,0.0,35.5,18.0,50.0,6.1
2023-03-26,MOCK_AWS_01,0.0,37.0,18.9,54.0,7.2
2023-03-27,MOCK_AWS_01,0.0,34.9,17.9,48.0,6.9
2023-03-28,MOCK_AWS_01,0.0,33.7,17.9,47.0,11.4
2023-03-29,MOCK_AWS_01,0.0,34.5,18.2,55.0,9.6
2023-03-30,MOCK_AWS_01,0.0,29.9,15.4,45.0,9.2
2023-03-31,MOCK_AWS_01,0.0,34.5,17.8,46.0,8.5
2023-04-01,MOCK_AWS_01,0.0,31.9,17.3,49.0,8.0
2023-04-02,MOCK_AWS_01,0.0,34.7,18.5,46.0,8.3
2023-04-03,MOCK_AWS_01,0.3,33.7,18.0,47.0,7.8
2023-04-04,MOCK_AWS_01,0.0,31.7,15.8,40.0,9.4
2023-04-05,MOCK_AWS_01,0.0,33.7,17.3,47.0,9.8
2023-04-06,MOCK_AWS_01,0.0,35.6,18.3,43.0,11.0
2023-04-07,MOCK_AWS_01,0.0,33.2,17.8,45.0,9.7
2023-04-08,MOCK_AWS_01,0.0,35.2,19.8,50.0,9.3
2023-04-09,MOCK_AWS_01,0.0,36.8,20.0,39.0,9.5
2023-04-10,MOCK_AWS_01,0.0,35.4,19.3,46.0,3.0
2023-04-11,MOCK_AWS_01,0.0,36.5,18.9,38.0,8.4
2023-04-12,MOCK_AWS_01,0.0,36.8,20.6,39.0,14.0
2023-04-13,MOCK_AWS_01,0.0,34.8,19.5,39.0,6.9
2023-04-14,MOCK_AWS_01,8.1,33.3,20.5,36.0,12.0
2023-04-15,MOCK_AWS_01,0.0,36.0,18.8,41.0,7.4
2023-04-16,MOCK_AWS_01,0.0,34.4,19.0,44.0,10.4
2023-04-17,MOCK_AWS_01,0.0,34.1,17.6,42.0,9.6
2023-04-18,MOCK_AWS_01,0.0,36.1,18.7,38.0,8.2
2023-04-19,MOCK_AWS_01,2.1,33.7,19.0,28.0,7.9
2023-04-20,MOCK_AWS_01,0.0,36.1,21.2,38.0,8.1
2023-04-21,MOCK_AWS_01,0.0,36.3,21.1,37.0,6.0
2023-04-22,MOCK_AWS_01,0.0,37.1,21.4,37.0,14.3
2023-04-23,MOCK_AWS_01,0.0,38.4,23.6,41.0,10.0
2023-04-24,MOCK_AWS_01,0.0,38.7,21.5,37.0,10.1
2023-04-25,MOCK_AWS_01,0.0,37.3,20.9,42.0,9.4
2023-04-26,MOCK_AWS_01,0.0,37.3,22.1,34.0,14.7
2023-04-27,MOCK_AWS_01,0.0,39.8,22.8,34.0,11.8
2023-04-28,MOCK_AWS_01,0.0,40.3,23.2,41.0,17.7
2023-04-29,MOCK_AWS_01,,,,,
2023-04-30,MOCK_AWS_01,0.0,42.8,26.5,37.0,9.9
2023-05-01,MOCK_AWS_01,8.1,36.1,24.0,29.0,9.9
2023-05-02,MOCK_AWS_01,0.0,39.4,24.0,38.0,11.3
2023-05-03,MOCK_AWS_01,0.0,40.4,22.9,36.0,15.4
2023-05-04,MOCK_AWS_01,0.0,40.6,24.7,37.0,13.9
2023-05-05,MOCK_AWS_01,0.0,43.1,26.4,36.0,16.7
2023-05-06,MOCK_AWS_01,0.0,44.2,26.6,37.0,16.6
2023-05-07,MOCK_AWS_01,0.0,45.9,27.9,45.0,20.2
2023-05-08,MOCK_AWS_01,0.0,41.9,27.0,40.0,25.4
2023-05-09,MOCK_AWS_01,0.0,43.9,27.6,41.0,24.8
2023-05-10,MOCK_AWS_01,0.0,42.7,27.6,39.0,19.9
2023-05-11,MOCK_AWS_01,0.0,41.6,24.6,34.0,16.8
2023-05-12,MOCK_AWS_01,0.0,43.1,26.4,46.0,15.7
2023-05-13,MOCK_AWS_01,0.0,43.8,27.3,38.0,7.4
2023-05-14,MOCK_AWS_01,0.0,39.6,24.6,40.0,10.6
2023-05-15,MOCK_AWS_01,0.0,43.6,27.9,42.0,7.1
2023-05-16,MOCK_AWS_01,0.0,44.4,27.8,37.0,9.1
2023-05-17,MOCK_AWS_01,0.0,43.6,28.1,41.0,8.2
2023-05-18,MOCK_AWS_01,0.0,40.0,25.4,48.0,8.1
2023-05-19,MOCK_AWS_01,0.0,43.8,27.2,40.0,16.0
2023-05-20,MOCK_AWS_01,0.0,39.9,25.3,38.0,16.1
2023-05-21,MOCK_AWS_01,0.0,43.6,27.9,43.0,20.8
2023-05-22,MOCK_AWS_01,0.0,41.9,26.1,44.0,15.7
2023-05-23,MOCK_AWS_01,0.0,39.7,24.2,42.0,11.0
2023-05-24,MOCK_AWS_01,0.0,42.8,27.8,38.0,12.0
2023-05-25,MOCK_AWS_01,0.0,37.8,24.3,46.0,13.6
2023-05-26,MOCK_AWS_01,1.6,39.4,25.7,35.0,13.3
2023-05-27,MOCK_AWS_01,0.0,39.7,24.9,42.0,16.1
2023-05-28,MOCK_AWS_01,0.0,41.7,27.5,31.0,7.4
2023-05-29,MOCK_AWS_01,0.0,40.3,26.6,40.0,12.7
2023-05-30,MOCK_AWS_01,0.0,42.3,26.6,48.0,8.2
2023-05-31,MOCK_AWS_01,0.0,37.0,23.8,45.0,9.7
2023-06-01,MOCK_AWS_01,0.0,39.0,25.9,46.0,13.3
2023-06-02,MOCK_AWS_01,0.0,43.1,27.8,45.0,9.5
2023-06-03,MOCK_AWS_01,0.0,44.5,30.2,44.0,13.0
2023-06-04,MOCK_AWS_01,0.0,46.5,32.1,51.0,14.5
2023-06-05,MOCK_AWS_01,0.0,48.2,33.1,53.0,20.3
2023-06-06,MOCK_AWS_01,0.0,46.5,31.2,43.0,14.7
2023-06-07,MOCK_AWS_01,0.0,45.2,30.8,35.0,8.9
2023-06-08,MOCK_AWS_01,0.0,41.3,28.5,46.0,7.8
2023-06-09,MOCK_AWS_01,0.0,39.7,26.5,50.0,8.6
2023-06-10,MOCK_AWS_01,0.0,41.0,27.6,45.0,15.3
2023-06-11,MOCK_AWS_01,1.0,42.5,27.4,47.0,12.5
2023-06-12,MOCK_AWS_01,0.0,41.7,29.5,47.0,10.8
2023-06-13,MOCK_AWS_01,0.0,42.7,30.0,54.0,14.9
2023-06-14,MOCK_AWS_01,0.0,39.8,28.6,53.0,12.6
2023-06-15,MOCK_AWS_01,0.0,40.2,27.3,49.0,19.8
2023-06-16,MOCK_AWS_01,,,,,
2023-06-17,MOCK_AWS_01,0.0,38.9,27.8,56.0,16.7
2023-06-18,MOCK_AWS_01,,,,,
2023-06-19,MOCK_AWS_01,0.0,40.7,27.2,48.0,12.1
2023-06-20,MOCK_AWS_01,0.0,38.1,26.5,56.0,14.8
2023-06-21,MOCK_AWS_01,0.0,38.9,27.3,53.0,15.1
2023-06-22,MOCK_AWS_01,0.0,37.8,25.7,53.0,15.7
2023-06-23,MOCK_AWS_01,0.0,36.9,24.3,59.0,8.2
2023-06-24,MOCK_AWS_01,0.0,40.8,29.5,50.0,8.4
2023-06-25,MOCK_AWS_01,0.0,39.0,28.3,56.0,15.1
2023-06-26,MOCK_AWS_01,0.0,40.8,28.7,62.0,8.4
2023-06-27,MOCK_AWS_01,0.8,39.5,28.2,54.0,10.6
2023-06-28,MOCK_AWS_01,0.0,37.6,27.4,56.0,13.3
2023-06-29,MOCK_AWS_01,0.0,40.1,27.8,64.0,15.5
2023-06-30,MOCK_AWS_01,0.0,33.6,25.0,68.0,7.7
2023-07-01,MOCK_AWS_01,0.0,37.9,27.9,62.0,12.6
2023-07-02,MOCK_AWS_01,0.0,36.9,26.9,59.0,14.9
2023-07-03,MOCK_AWS_01,26.1,29.7,26.1,50.0,16.4
2023-07-04,MOCK_AWS_01,0.0,34.5,24.8,63.0,11.6
2023-07-05,MOCK_AWS_01,0.0,32.4,24.3,71.0,10.1
2023-07-06,MOCK_AWS_01,0.0,33.3,25.2,72.0,8.9
2023-07-07,MOCK_AWS_01,0.0,35.4,26.1,59.0,5.6
2023-07-08,MOCK_AWS_01,0.0,35.4,25.5,69.0,8.8
2023-07-09,MOCK_AWS_01,,,,,
2023-07-10,MOCK_AWS_01,0.0,37.4,27.8,73.0,15.4
2023-07-11,MOCK_AWS_01,0.0,36.7,27.7,76.0,15.7
2023-07-12,MOCK_AWS_01,0.0,38.1,28.1,73.0,7.2
2023-07-13,MOCK_AWS_01,0.0,34.2,25.6,67.0,10.7
2023-07-14,MOCK_AWS_01,0.0,35.9,26.3,79.0,8.9
2023-07-15,MOCK_AWS_01,0.0,34.2,25.3,71.0,12.3
2023-07-16,MOCK_AWS_01,0.0,35.8,26.3,74.0,13.7
2023-07-17,MOCK_AWS_01,0.0,32.2,24.6,80.0,9.7
2023-07-18,MOCK_AWS_01,0.0,33.0,24.5,74.0,10.3
2023-07-19,MOCK_AWS_01,0.0,34.4,25.5,73.0,13.5
2023-07-20,MOCK_AWS_01,0.0,37.1,26.2,68.0,6.6
2023-07-21,MOCK_AWS_01,0.2,38.1,29.4,82.0,7.7
2023-07-22,MOCK_AWS_01,0.0,36.0,25.8,80.0,9.9
2023-07-23,MOCK_AWS_01,13.5,31.0,26.1,68.0,7.9
2023-07-24,MOCK_AWS_01,0.0,34.9,26.5,66.0,7.9
2023-07-25,MOCK_AWS_01,1.3,35.7,28.9,63.0,10.1
2023-07-26,MOCK_AWS_01,0.0,36.8,27.4,81.0,5.2
2023-07-27,MOCK_AWS_01,0.0,39.1,29.0,76.0,9.7
2023-07-28,MOCK_AWS_01,0.0,36.2,27.5,82.0,9.1
2023-07-29,MOCK_AWS_01,0.0,33.8,27.5,82.0,9.1
2023-07-30,MOCK_AWS_01,0.0,30.6,25.3,77.0,12.0
2023-07-31,MOCK_AWS_01,0.0,33.0,26.1,72.0,10.2
2023-08-01,MOCK_AWS_01,0.0,31.2,23.7,78.0,7.9
2023-08-02,MOCK_AWS_01,26.6,28.7,23.9,59.0,9.7
2023-08-03,MOCK_AWS_01,0.2,33.6,26.4,77.0,9.0
2023-08-04,MOCK_AWS_01,0.0,35.4,26.3,85.0,12.8
2023-08-05,MOCK_AWS_01,0.0,25.6,23.6,65.0,8.3
2023-08-06,MOCK_AWS_01,0.0,31.4,23.7,81.0,10.1
2023-08-07,MOCK_AWS_01,0.0,35.0,26.8,76.0,6.8
2023-08-08,MOCK_AWS_01,0.0,35.1,26.7,76.0,9.4
2023-08-09,MOCK_AWS_01,0.0,33.6,26.4,74.0,6.6
2023-08-10,MOCK_AWS_01,0.0,32.7,25.2,75.0,6.5
2023-08-11,MOCK_AWS_01,0.0,33.3,26.2,74.0,6.3
2023-08-12,MOCK_AWS_01,0.0,33.2,24.7,75.0,6.2
2023-08-13,MOCK_AWS_01,0.0,31.5,24.3,77.0,8.1
2023-08-14,MOCK_AWS_01,0.0,32.8,24.8,85.0,8.1
2023-08-15,MOCK_AWS_01,13.1,30.3,26.7,68.0,6.7
2023-08-16,MOCK_AWS_01,71.7,26.1,23.8,66.0,6.2
2023-08-17,MOCK_AWS_01,0.0,32.9,24.9,85.0,5.9
2023-08-18,MOCK_AWS_01,0.0,33.2,24.8,77.0,4.9
2023-08-19,MOCK_AWS_01,0.0,31.7,23.7,77.0,6.6
2023-08-20,MOCK_AWS_01,0.0,31.6,23.4,73.0,8.6
2023-08-21,MOCK_AWS_01,37.1,26.4,23.9,62.0,8.0
2023-08-22,MOCK_AWS_01,0.0,32.6,25.6,76.0,8.2
2023-08-23,MOCK_AWS_01,0.0,36.2,25.8,84.0,8.9
2023-08-24,MOCK_AWS_01,0.0,35.9,26.5,74.0,11.0
2023-08-25,MOCK_AWS_01,0.0,32.7,24.4,74.0,7.6
2023-08-26,MOCK_AWS_01,0.0,34.9,25.9,83.0,6.8
2023-08-27,MOCK_AWS_01,0.0,33.1,24.7,78.0,5.1
2023-08-28,MOCK_AWS_01,0.0,31.3,23.3,72.0,5.2
2023-08-29,MOCK_AWS_01,0.0,35.6,26.4,76.0,3.7
2023-08-30,MOCK_AWS_01,0.0,35.1,26.8,73.0,4.3
2023-08-31,MOCK_AWS_01,0.0,34.3,24.1,80.0,3.6
2023-09-01,MOCK_AWS_01,0.0,33.7,23.7,76.0,4.0
2023-09-02,MOCK_AWS_01,0.0,35.6,25.6,80.0,10.0
2023-09-03,MOCK_AWS_01,0.0,38.9,27.7,77.0,5.1
2023-09-04,MOCK_AWS_01,0.0,33.6,28.1,65.0,16.8
2023-09-05,MOCK_AWS_01,0.0,38.8,29.0,75.0,11.9
2023-09-06,MOCK_AWS_01,0.0,39.0,27.6,80.0,12.4
2023-09-07,MOCK_AWS_01,3.2,33.4,25.7,69.0,14.9
2023-09-08,MOCK_AWS_01,16.0,29.0,23.7,63.0,9.7
2023-09-09,MOCK_AWS_01,0.0,35.9,24.1,79.0,12.9
2023-09-10,MOCK_AWS_01,0.0,33.3,23.7,79.0,9.2
2023-09-11,MOCK_AWS_01,0.0,33.0,23.8,76.0,9.2
2023-09-12,MOCK_AWS_01,0.0,32.6,23.9,76.0,8.4
2023-09-13,MOCK_AWS_01,0.0,31.5,21.5,71.0,8.7
2023-09-14,MOCK_AWS_01,,,,,
2023-09-15,MOCK_AWS_01,0.0,31.4,20.9,68.0,8.2
2023-09-16,MOCK_AWS_01,0.0,32.6,22.3,72.0,4.0
2023-09-17,MOCK_AWS_01,2.6,31.5,23.7,55.0,7.6
2023-09-18,MOCK_AWS_01,0.0,37.5,25.3,78.0,8.7
2023-09-19,MOCK_AWS_01,0.0,37.7,26.0,72.0,8.4
2023-09-20,MOCK_AWS_01,0.0,38.5,25.3,72.0,6.2
2023-09-21,MOCK_AWS_01,0.0,38.9,26.0,68.0,8.8
2023-09-22,MOCK_AWS_01,0.0,31.7,22.9,69.0,6.6
2023-09-23,MOCK_AWS_01,0.0,30.1,18.7,69.0,4.9
2023-09-24,MOCK_AWS_01,,,,,
2023-09-25,MOCK_AWS_01,0.0,35.5,23.2,75.0,5.6
2023-09-26,MOCK_AWS_01,53.1,27.2,18.7,52.0,8.2
2023-09-27,MOCK_AWS_01,0.0,30.1,17.0,64.0,5.8
2023-09-28,MOCK_AWS_01,0.0,31.8,19.9,66.0,2.8
2023-09-29,MOCK_AWS_01,0.0,32.4,20.4,65.0,12.4
2023-09-30,MOCK_AWS_01,0.8,33.4,20.0,63.0,5.1
2023-10-01,MOCK_AWS_01,0.0,31.9,19.2,69.0,3.7
2023-10-02,MOCK_AWS_01,0.0,31.3,18.4,77.0,4.9
2023-10-03,MOCK_AWS_01,0.0,32.1,18.2,62.0,4.6
2023-10-04,MOCK_AWS_01,0.0,31.9,18.7,60.0,4.5
2023-10-05,MOCK_AWS_01,0.0,29.2,16.5,66.0,3.0
2023-10-06,MOCK_AWS_01,0.0,28.2,15.6,65.0,4.0
2023-10-07,MOCK_AWS_01,0.0,29.6,16.4,61.0,4.7
2023-10-08,MOCK_AWS_01,0.0,34.5,19.1,63.0,3.9
2023-10-09,MOCK_AWS_01,0.0,31.5,16.8,62.0,10.3
2023-10-10,MOCK_AWS_01,,,,,
2023-10-11,MOCK_AWS_01,0.0,33.3,18.1,56.0,5.2
2023-10-12,MOCK_AWS_01,0.0,32.6,17.2,57.0,4.9
2023-10-13,MOCK_AWS_01,0.0,32.1,16.2,63.0,2.9
2023-10-14,MOCK_AWS_01,0.0,32.5,16.5,55.0,6.0
2023-10-15,MOCK_AWS_01,0.0,33.8,17.5,58.0,3.1
2023-10-16,MOCK_AWS_01,0.0,31.9,16.8,55.0,5.5
2023-10-17,MOCK_AWS_01,0.0,33.7,17.9,53.0,4.4
2023-10-18,MOCK_AWS_01,0.0,33.9,16.9,61.0,3.0
2023-10-19,MOCK_AWS_01,0.0,30.5,14.8,60.0,3.9
2023-10-20,MOCK_AWS_01,0.0,34.6,19.2,62.0,2.9
2023-10-21,MOCK_AWS_01,0.0,34.9,18.0,65.0,2.9
2023-10-22,MOCK_AWS_01,0.0,32.4,16.4,59.0,10.0
2023-10-23,MOCK_AWS_01,0.0,33.4,17.2,59.0,5.9
2023-10-24,MOCK_AWS_01,0.0,30.5,15.3,60.0,6.2
2023-10-25,MOCK_AWS_01,0.0,30.9,15.2,55.0,2.8
2023-10-26,MOCK_AWS_01,0.0,27.5,13.4,56.0,3.6
2023-10-27,MOCK_AWS_01,0.0,25.9,10.5,63.0,4.4
2023-10-28,MOCK_AWS_01,0.0,25.7,10.6,61.0,5.5
2023-10-29,MOCK_AWS_01,,,,,
2023-10-30,MOCK_AWS_01,0.0,28.6,13.8,59.0,6.3
2023-10-31,MOCK_AWS_01,0.0,29.3,12.2,59.0,5.0
2023-11-01,MOCK_AWS_01,,,,,
2023-11-02,MOCK_AWS_01,0.0,29.0,13.3,63.0,3.1
2023-11-03,MOCK_AWS_01,0.0,30.5,14.3,56.0,3.0
2023-11-04,MOCK_AWS_01,0.0,28.5,13.6,64.0,5.2
2023-11-05,MOCK_AWS_01,0.0,31.3,14.2,64.0,6.7
2023-11-06,MOCK_AWS_01,,,,,
2023-11-07,MOCK_AWS_01,0.0,30.7,12.8,61.0,8.2
2023-11-08,MOCK_AWS_01,0.0,31.1,13.7,63.0,8.6
2023-11-09,MOCK_AWS_01,0.0,32.5,15.6,55.0,6.1
2023-11-10,MOCK_AWS_01,0.0,31.1,14.1,60.0,6.6
2023-11-11,MOCK_AWS_01,0.0,27.5,11.7,58.0,5.0
2023-11-12,MOCK_AWS_01,0.0,27.5,13.1,55.0,4.9
2023-11-13,MOCK_AWS_01,0.0,26.2,10.0,56.0,3.8
2023-11-14,MOCK_AWS_01,0.0,26.6,10.2,59.0,4.8
2023-11-15,MOCK_AWS_01,0.0,29.5,13.0,62.0,5.9
2023-11-16,MOCK_AWS_01,0.0,27.4,11.2,64.0,6.6
2023-11-17,MOCK_AWS_01,0.0,29.3,12.0,60.0,6.6
2023-11-18,MOCK_AWS_01,0.0,30.8,12.7,63.0,3.6
2023-11-19,MOCK_AWS_01,0.0,31.3,14.3,64.0,5.8
2023-11-20,MOCK_AWS_01,0.0,31.6,13.9,60.0,5.3
2023-11-21,MOCK_AWS_01,0.0,30.7,13.0,65.0,2.5
2023-11-22,MOCK_AWS_01,0.0,28.8,12.3,62.0,6.9
2023-11-23,MOCK_AWS_01,0.0,27.2,10.8,58.0,6.7
2023-11-24,MOCK_AWS_01,0.0,24.8,9.9,63.0,4.3
2023-11-25,MOCK_AWS_01,0.0,26.6,10.3,59.0,4.9
2023-11-26,MOCK_AWS_01,0.0,23.6,7.7,57.0,7.2
2023-11-27,MOCK_AWS_01,0.0,24.3,9.4,66.0,4.3
2023-11-28,MOCK_AWS_01,0.0,24.5,7.7,75.0,8.9
2023-11-29,MOCK_AWS_01,0.0,25.3,8.7,67.0,5.4
2023-11-30,MOCK_AWS_01,0.0,24.6,9.1,62.0,3.3
2023-12-01,MOCK_AWS_01,0.0,25.9,9.3,65.0,4.2
2023-12-02,MOCK_AWS_01,0.0,27.6,10.5,67.0,2.4
2023-12-03,MOCK_AWS_01,0.0,26.0,11.1,66.0,4.6
2023-12-04,MOCK_AWS_01,0.0,24.6,8.1,56.0,4.1
2023-12-05,MOCK_AWS_01,0.0,25.1,10.4,66.0,5.0
2023-12-06,MOCK_AWS_01,0.0,25.2,10.5,69.0,5.6
2023-12-07,MOCK_AWS_01,0.0,23.6,7.5,67.0,9.6
2023-12-08,MOCK_AWS_01,0.0,24.1,8.8,63.0,5.6
2023-12-09,MOCK_AWS_01,0.0,22.8,7.1,67.0,5.9
2023-12-10,MOCK_AWS_01,0.0,21.3,5.2,72.0,7.0
2023-12-11,MOCK_AWS_01,3.4,17.2,5.1,55.0,5.2
2023-12-12,MOCK_AWS_01,0.0,16.7,6.1,69.0,3.0
2023-12-13,MOCK_AWS_01,0.0,18.4,3.3,62.0,3.6
2023-12-14,MOCK_AWS_01,0.0,19.0,5.8,57.0,4.7
2023-12-15,MOCK_AWS_01,0.0,13.6,2.8,71.0,3.5
2023-12-16,MOCK_AWS_01,0.0,17.4,6.5,69.0,3.6
2023-12-17,MOCK_AWS_01,0.0,19.8,7.1,68.0,3.2
2023-12-18,MOCK_AWS_01,0.0,18.9,5.7,72.0,4.5
2023-12-19,MOCK_AWS_01,0.0,24.2,8.3,71.0,7.2
2023-12-20,MOCK_AWS_01,0.0,15.5,7.3,64.0,6.8
2023-12-21,MOCK_AWS_01,0.0,19.3,4.7,62.0,5.8
2023-12-22,MOCK_AWS_01,0.0,18.8,3.8,70.0,5.5
2023-12-23,MOCK_AWS_01,0.0,18.1,4.7,64.0,3.2
2023-12-24,MOCK_AWS_01,0.0,18.2,5.0,69.0,4.0
2023-12-25,MOCK_AWS_01,0.0,19.8,3.7,66.0,4.8
2023-12-26,MOCK_AWS_01,0.0,22.5,8.4,70.0,4.4
2023-12-27,MOCK_AWS_01,0.0,20.7,9.0,70.0,5.2
2023-12-28,MOCK_AWS_01,0.0,24.9,10.3,67.0,4.7
2023-12-29,MOCK_AWS_01,0.0,22.4,8.9,58.0,4.7
2023-12-30,MOCK_AWS_01,0.0,24.4,8.2,72.0,4.2
2023-12-31,MOCK_AWS_01,0.0,21.1,6.1,66.0,3.5
2024-01-01,MOCK_AWS_01,0.0,19.4,5.8,69.0,6.0
2024-01-02,MOCK_AWS_01,0.0,17.1,3.6,72.0,4.1
2024-01-03,MOCK_AWS_01,0.0,21.0,6.6,73.0,6.2
2024-01-04,MOCK_AWS_01,0.0,23.8,9.0,72.0,6.5
2024-01-05,MOCK_AWS_01,0.0,23.9,11.4,69.0,4.8
2024-01-06,MOCK_AWS_01,0.0,27.0,10.8,66.0,7.8
