source,block_id,valid_date,issue_date,lead_day,rain_mm,tmax_c,tmin_c,rh_mean_pct,wind_kmh
mock_nwp_a,MB01,2023-01-14,2023-01-13,1,0.0,20.25,2.68,58.8,8.19
mock_nwp_a,MB02,2023-01-14,2023-01-13,1,0.0,21.33,7.09,65.9,7.0
mock_nwp_a,MB03,2023-01-14,2023-01-13,1,0.0,23.3,7.14,57.5,6.91
mock_nwp_a,MB04,2023-01-14,2023-01-13,1,0.0,22.03,10.03,70.0,5.72
mock_nwp_a,MB05,2023-01-14,2023-01-13,1,0.0,20.89,8.06,69.6,5.55
mock_nwp_a,MB06,2023-01-14,2023-01-13,1,0.0,21.98,8.16,73.1,6.6
mock_nwp_a,MB01,2023-01-15,2023-01-14,1,0.0,21.42,7.29,59.5,4.14
mock_nwp_a,MB02,2023-01-15,2023-01-14,1,0.0,19.02,5.77,67.4,5.02
mock_nwp_a,MB03,2023-01-15,2023-01-14,1,0.0,20.82,8.26,72.5,4.56
mock_nwp_a,MB04,2023-01-15,2023-01-14,1,0.0,20.5,5.33,51.1,3.11
mock_nwp_a,MB05,2023-01-15,2023-01-14,1,0.0,19.6,8.48,58.6,4.34
mock_nwp_a,MB06,2023-01-15,2023-01-14,1,0.0,20.5,6.09,68.7,3.7
mock_nwp_a,MB01,2023-01-16,2023-01-15,1,0.0,20.98,9.1,49.9,4.13
mock_nwp_a,MB02,2023-01-16,2023-01-15,1,0.0,19.32,8.86,55.9,4.53
mock_nwp_a,MB03,2023-01-16,2023-01-15,1,0.0,20.15,8.52,61.3,3.59
mock_nwp_a,MB04,2023-01-16,2023-01-15,1,0.0,20.92,6.44,68.2,6.22
mock_nwp_a,MB05,2023-01-16,2023-01-15,1,0.0,22.56,5.13,64.3,5.25
mock_nwp_a,MB06,2023-01-16,2023-01-15,1,0.0,21.3,6.28,64.9,5.67
mock_nwp_a,MB01,2023-01-17,2023-01-16,1,0.0,16.19,2.98,52.7,8.62
mock_nwp_a,MB02,2023-01-17,2023-01-16,1,0.92,16.3,6.88,63.6,7.07
mock_nwp_a,MB03,2023-01-17,2023-01-16,1,0.0,15.76,8.72,66.3,11.78
mock_nwp_a,MB04,2023-01-17,2023-01-16,1,0.0,13.46,3.82,62.7,12.1
mock_nwp_a,MB05,2023-01-17,2023-01-16,1,0.0,14.68,7.7,45.6,9.9
mock_nwp_a,MB06,2023-01-17,2023-01-16,1,0.42,14.41,7.89,56.2,7.56
mock_nwp_a,MB01,2023-01-18,2023-01-17,1,0.0,14.62,5.89,63.6,9.29
mock_nwp_a,MB02,2023-01-18,2023-01-17,1,0.0,15.87,6.67,55.6,11.81
mock_nwp_a,MB03,2023-01-18,2023-01-17,1,0.0,17.28,7.08,61.3,6.0
mock_nwp_a,MB04,2023-01-18,2023-01-17,1,0.0,17.06,6.57,46.7,10.3
mock_nwp_a,MB05,2023-01-18,2023-01-17,1,0.0,17.39,7.32,51.1,8.35
mock_nwp_a,MB06,2023-01-18,2023-01-17,1,0.0,16.21,10.19,49.7,9.9
mock_nwp_a,MB01,2023-01-19,2023-01-18,1,0.0,17.35,5.96,58.8,8.85
mock_nwp_a,MB02,2023-01-19,2023-01-18,1,0.0,17.27,6.29,47.7,5.37
mock_nwp_a,MB03,2023-01-19,2023-01-18,1,0.0,17.68,5.11,57.5,16.09
mock_nwp_a,MB04,2023-01-19,2023-01-18,1,0.0,19.73,3.69,60.9,6.09
mock_nwp_a,MB05,2023-01-19,2023-01-18,1,0.0,19.1,3.84,74.2,7.2
mock_nwp_a,MB06,2023-01-19,2023-01-18,1,0.0,15.84,4.69,51.6,8.59
mock_nwp_a,MB01,2023-01-20,2023-01-19,1,1.92,18.64,4.43,40.6,10.58
mock_nwp_a,MB02,2023-01-20,2023-01-19,1,0.0,17.7,6.23,59.0,14.34
mock_nwp_a,MB03,2023-01-20,2023-01-19,1,5.77,11.97,4.97,42.9,13.37
mock_nwp_a,MB04,2023-01-20,2023-01-19,1,3.68,13.36,6.88,55.5,13.28
mock_nwp_a,MB05,2023-01-20,2023-01-19,1,4.99,15.69,3.3,45.7,10.5
mock_nwp_a,MB06,2023-01-20,2023-01-19,1,2.67,17.93,4.95,49.4,14.37
mock_nwp_a,MB01,2023-01-21,2023-01-20,1,0.0,16.5,4.43,67.6,11.33
mock_nwp_a,MB02,2023-01-21,2023-01-20,1,0.0,18.29,3.33,55.6,14.36
mock_nwp_a,MB03,2023-01-21,2023-01-20,1,1.83,13.81,5.84,57.3,15.08
mock_nwp_a,MB04,2023-01-21,2023-01-20,1,0.0,16.13,2.91,46.7,8.58
mock_nwp_a,MB05,2023-01-21,2023-01-20,1,0.0,15.25,5.84,62.2,11.54
mock_nwp_a,MB06,2023-01-21,2023-01-20,1,0.0,17.55,4.42,68.2,13.07
mock_nwp_a,MB01,2023-01-22,2023-01-21,1,0.0,13.97,6.22,61.1,11.42
mock_nwp_a,MB02,2023-01-22,2023-01-21,1,0.0,12.68,7.96,60.6,11.49
mock_nwp_a,MB03,2023-01-22,2023-01-21,1,0.0,17.32,6.44,63.4,12.19
mock_nwp_a,MB04,2023-01-22,2023-01-21,1,0.0,18.24,5.34,64.3,14.63
mock_nwp_a,MB05,2023-01-22,2023-01-21,1,0.0,15.11,7.41,57.5,12.31
mock_nwp_a,MB06,2023-01-22,2023-01-21,1,0.0,16.78,6.85,56.2,15.49
mock_nwp_a,MB01,2023-01-23,2023-01-22,1,0.0,16.12,6.17,51.5,12.46
mock_nwp_a,MB02,2023-01-23,2023-01-22,1,0.0,13.8,8.24,56.0,15.01
mock_nwp_a,MB03,2023-01-23,2023-01-22,1,0.0,17.04,8.38,50.5,10.8
mock_nwp_a,MB04,2023-01-23,2023-01-22,1,0.0,14.87,7.68,58.1,8.93
mock_nwp_a,MB05,2023-01-23,2023-01-22,1,0.0,16.79,7.64,57.3,11.05
mock_nwp_a,MB06,2023-01-23,2023-01-22,1,0.0,15.14,7.04,67.9,11.41
mock_nwp_a,MB01,2023-01-24,2023-01-23,1,0.0,19.68,7.89,56.4,12.16
mock_nwp_a,MB02,2023-01-24,2023-01-23,1,0.0,21.11,7.75,66.2,16.0
mock_nwp_a,MB03,2023-01-24,2023-01-23,1,0.0,20.82,9.12,62.7,13.22
mock_nwp_a,MB04,2023-01-24,2023-01-23,1,0.0,19.57,6.01,54.0,9.81
mock_nwp_a,MB05,2023-01-24,2023-01-23,1,0.0,19.79,5.24,57.1,21.8
mock_nwp_a,MB06,2023-01-24,2023-01-23,1,0.0,22.17,5.95,68.8,17.55
mock_nwp_a,MB01,2023-01-25,2023-01-24,1,0.0,22.4,7.11,62.2,10.21
mock_nwp_a,MB02,2023-01-25,2023-01-24,1,57.88,13.67,9.51,48.7,8.02
mock_nwp_a,MB03,2023-01-25,2023-01-24,1,0.0,21.44,8.2,68.3,19.48
mock_nwp_a,MB04,2023-01-25,2023-01-24,1,0.0,21.36,9.09,64.2,15.4
mock_nwp_a,MB05,2023-01-25,2023-01-24,1,0.0,23.09,7.93,62.9,9.26
mock_nwp_a,MB06,2023-01-25,2023-01-24,1,0.0,22.37,8.44,68.8,13.16
mock_nwp_a,MB01,2023-01-26,2023-01-25,1,0.0,17.11,7.39,56.4,8.8
mock_nwp_a,MB02,2023-01-26,2023-01-25,1,0.0,20.07,9.08,55.4,16.98
mock_nwp_a,MB03,2023-01-26,2023-01-25,1,0.0,17.44,7.24,56.3,10.21
mock_nwp_a,MB04,2023-01-26,2023-01-25,1,0.0,18.84,8.78,60.0,16.58
mock_nwp_a,MB05,2023-01-26,2023-01-25,1,0.0,18.52,7.97,62.1,15.97
mock_nwp_a,MB06,2023-01-26,2023-01-25,1,0.0,17.92,7.37,70.4,18.93
mock_nwp_a,MB01,2023-01-27,2023-01-26,1,0.0,26.26,9.25,48.3,12.65
mock_nwp_a,MB02,2023-01-27,2023-01-26,1,0.0,25.69,11.73,57.1,18.43
mock_nwp_a,MB03,2023-01-27,2023-01-26,1,0.0,23.25,10.66,66.7,9.52
mock_nwp_a,MB04,2023-01-27,2023-01-26,1,0.0,22.92,9.21,59.1,16.76
mock_nwp_a,MB05,2023-01-27,2023-01-26,1,0.0,22.92,8.84,54.9,8.53
mock_nwp_a,MB06,2023-01-27,2023-01-26,1,0.0,25.18,13.03,64.8,12.47
mock_nwp_a,MB01,2023-01-28,2023-01-27,1,1.79,20.72,7.63,62.9,6.98
mock_nwp_a,MB02,2023-01-28,2023-01-27,1,0.0,21.57,10.1,60.7,6.93
mock_nwp_a,MB03,2023-01-28,2023-01-27,1,0.0,19.88,8.21,58.6,6.74
mock_nwp_a,MB04,2023-01-28,2023-01-27,1,0.0,20.05,6.79,60.5,4.32
mock_nwp_a,MB05,2023-01-28,2023-01-27,1,0.0,21.17,8.4,47.5,7.86
mock_nwp_a,MB06,2023-01-28,2023-01-27,1,0.0,21.28,8.34,52.6,9.47
mock_nwp_a,MB01,2023-01-29,2023-01-28,1,0.0,21.83,7.26,50.3,6.86
mock_nwp_a,MB02,2023-01-29,2023-01-28,1,0.0,20.85,9.54,65.2,7.14
mock_nwp_a,MB03,2023-01-29,2023-01-28,1,0.0,19.37,7.34,60.6,6.56
mock_nwp_a,MB04,2023-01-29,2023-01-28,1,4.18,22.35,8.92,65.6,4.61
mock_nwp_a,MB05,2023-01-29,2023-01-28,1,0.0,20.39,8.87,80.9,5.22
mock_nwp_a,MB06,2023-01-29,2023-01-28,1,0.0,21.18,6.42,56.2,5.88
mock_nwp_a,MB01,2023-01-30,2023-01-29,1,0.0,21.83,6.55,60.5,8.19
mock_nwp_a,MB02,2023-01-30,2023-01-29,1,0.0,21.73,10.16,60.8,6.74
mock_nwp_a,MB03,2023-01-30,2023-01-29,1,0.0,17.65,8.16,60.1,10.78
mock_nwp_a,MB04,2023-01-30,2023-01-29,1,0.0,20.37,6.83,54.6,7.93
mock_nwp_a,MB05,2023-01-30,2023-01-29,1,0.0,22.18,9.21,62.4,10.88
mock_nwp_a,MB06,2023-01-30,2023-01-29,1,0.0,23.07,7.63,79.1,6.99
mock_nwp_a,MB01,2023-01-31,2023-01-30,1,0.0,21.83,10.01,49.1,6.21
mock_nwp_a,MB02,2023-01-31,2023-01-30,1,0.0,22.88,8.61,64.8,11.29
mock_nwp_a,MB03,2023-01-31,2023-01-30,1,0.0,22.35,9.58,58.3,6.85
mock_nwp_a,MB04,2023-01-31,2023-01-30,1,0.0,20.97,5.49,43.1,5.75
mock_nwp_a,MB05,2023-01-31,2023-01-30,1,0.0,23.3,9.97,53.4,6.83
mock_nwp_a,MB06,2023-01-31,2023-01-30,1,0.0,23.25,9.16,64.0,9.53
mock_nwp_a,MB01,2023-02-01,2023-01-31,1,0.0,22.01,10.54,53.7,13.02
mock_nwp_a,MB02,2023-02-01,2023-01-31,1,0.0,22.14,10.92,54.9,7.38
mock_nwp_a,MB03,2023-02-01,2023-01-31,1,0.0,21.26,10.05,55.0,10.81
mock_nwp_a,MB04,2023-02-01,2023-01-31,1,0.0,24.12,8.43,48.7,9.78
mock_nwp_a,MB05,2023-02-01,2023-01-31,1,0.0,22.82,8.7,56.3,8.15
mock_nwp_a,MB06,2023-02-01,2023-01-31,1,0.0,22.97,8.63,64.6,7.07
mock_nwp_a,MB01,2023-02-02,2023-02-01,1,0.0,23.28,7.45,57.2,6.66
mock_nwp_a,MB02,2023-02-02,2023-02-01,1,0.0,23.2,10.68,52.0,10.2
mock_nwp_a,MB03,2023-02-02,2023-02-01,1,0.0,24.87,8.29,57.4,8.36
mock_nwp_a,MB04,2023-02-02,2023-02-01,1,0.0,21.75,9.76,46.0,8.07
mock_nwp_a,MB05,2023-02-02,2023-02-01,1,1.05,23.16,8.03,61.6,6.74
mock_nwp_a,MB06,2023-02-02,2023-02-01,1,0.0,21.16,7.62,53.5,8.97
mock_nwp_a,MB01,2023-02-03,2023-02-02,1,0.0,22.59,9.97,63.1,7.07
mock_nwp_a,MB02,2023-02-03,2023-02-02,1,0.0,23.14,8.35,55.7,5.2
mock_nwp_a,MB03,2023-02-03,2023-02-02,1,0.0,23.91,6.96,62.2,4.68
mock_nwp_a,MB04,2023-02-03,2023-02-02,1,0.0,22.72,9.36,64.0,6.83
mock_nwp_a,MB05,2023-02-03,2023-02-02,1,0.0,23.51,9.54,56.9,3.92
mock_nwp_a,MB06,2023-02-03,2023-02-02,1,0.0,18.15,7.83,50.1,9.91
mock_nwp_a,MB01,2023-02-04,2023-02-03,1,0.0,22.03,8.36,58.8,6.54
mock_nwp_a,MB02,2023-02-04,2023-02-03,1,0.0,25.73,7.06,65.0,4.63
mock_nwp_a,MB03,2023-02-04,2023-02-03,1,0.0,21.72,9.06,54.4,6.54
mock_nwp_a,MB04,2023-02-04,2023-02-03,1,0.0,22.77,10.32,60.3,4.23
mock_nwp_a,MB05,2023-02-04,2023-02-03,1,0.0,23.1,8.89,55.6,7.42
mock_nwp_a,MB06,2023-02-04,2023-02-03,1,0.0,23.29,8.24,57.8,5.88
mock_nwp_a,MB01,2023-02-05,2023-02-04,1,0.27,23.33,7.11,46.9,7.87
mock_nwp_a,MB02,2023-02-05,2023-02-04,1,0.0,25.2,10.72,53.1,7.58
mock_nwp_a,MB03,2023-02-05,2023-02-04,1,0.0,25.35,7.58,51.9,3.58
mock_nwp_a,MB04,2023-02-05,2023-02-04,1,0.0,25.01,10.78,49.5,6.48
mock_nwp_a,MB05,2023-02-05,2023-02-04,1,0.0,23.29,8.95,76.6,5.41
mock_nwp_a,MB06,2023-02-05,2023-02-04,1,0.0,21.45,8.76,63.2,6.68
mock_nwp_a,MB01,2023-02-06,2023-02-05,1,0.0,23.86,10.44,63.5,3.77
mock_nwp_a,MB02,2023-02-06,2023-02-05,1,0.0,24.84,7.71,60.9,4.61
mock_nwp_a,MB03,2023-02-06,2023-02-05,1,0.0,22.96,8.57,52.6,7.49
mock_nwp_a,MB04,2023-02-06,2023-02-05,1,0.0,23.16,10.25,64.1,6.99
mock_nwp_a,MB05,2023-02-06,2023-02-05,1,0.0,21.56,10.41,65.3,4.53
mock_nwp_a,MB06,2023-02-06,2023-02-05,1,0.0,22.65,9.29,57.5,6.13
mock_nwp_a,MB01,2023-02-07,2023-02-06,1,0.0,23.21,9.77,57.6,4.09
mock_nwp_a,MB02,2023-02-07,2023-02-06,1,0.0,21.97,8.3,54.7,3.27
mock_nwp_a,MB03,2023-02-07,2023-02-06,1,0.0,23.65,9.23,66.7,5.93
mock_nwp_a,MB04,2023-02-07,2023-02-06,1,3.68,22.26,10.49,56.0,4.59
mock_nwp_a,MB05,2023-02-07,2023-02-06,1,0.0,25.2,8.37,65.8,6.45
mock_nwp_a,MB06,2023-02-07,2023-02-06,1,2.41,22.76,8.76,66.3,4.93
mock_nwp_a,MB01,2023-02-08,2023-02-07,1,0.0,23.55,9.06,65.6,6.52
mock_nwp_a,MB02,2023-02-08,2023-02-07,1,0.0,21.48,9.16,54.3,5.9
mock_nwp_a,MB03,2023-02-08,2023-02-07,1,0.0,22.0,7.63,52.0,4.46
mock_nwp_a,MB04,2023-02-08,2023-02-07,1,0.0,21.3,10.18,52.6,6.75
mock_nwp_a,MB05,2023-02-08,2023-02-07,1,0.0,20.87,8.72,56.5,7.03
mock_nwp_a,MB06,2023-02-08,2023-02-07,1,0.0,21.39,9.11,65.1,3.54
mock_nwp_a,MB01,2023-02-09,2023-02-08,1,0.0,24.97,10.82,52.6,6.65
mock_nwp_a,MB02,2023-02-09,2023-02-08,1,0.0,23.73,9.71,58.8,6.09
mock_nwp_a,MB03,2023-02-09,2023-02-08,1,0.0,21.62,8.64,60.1,8.54
mock_nwp_a,MB04,2023-02-09,2023-02-08,1,0.99,23.49,8.52,59.1,9.95
mock_nwp_a,MB05,2023-02-09,2023-02-08,1,0.0,23.21,11.36,56.4,7.53
mock_nwp_a,MB06,2023-02-09,2023-02-08,1,0.0,22.81,7.79,53.5,4.22
mock_nwp_a,MB01,2023-02-10,2023-02-09,1,1.74,25.42,11.82,53.4,3.9
mock_nwp_a,MB02,2023-02-10,2023-02-09,1,0.0,24.53,10.46,59.0,6.3
mock_nwp_a,MB03,2023-02-10,2023-02-09,1,0.0,25.09,9.85,65.9,5.84
mock_nwp_a,MB04,2023-02-10,2023-02-09,1,0.0,24.8,9.94,60.9,7.59
mock_nwp_a,MB05,2023-02-10,2023-02-09,1,0.0,25.2,11.83,49.5,9.69
mock_nwp_a,MB06,2023-02-10,2023-02-09,1,0.0,27.17,11.13,50.0,6.04
mock_nwp_a,MB01,2023-02-11,2023-02-10,1,0.0,20.8,7.07,53.3,5.21
mock_nwp_a,MB02,2023-02-11,2023-02-10,1,0.0,20.21,8.17,51.3,4.94
mock_nwp_a,MB03,2023-02-11,2023-02-10,1,0.0,20.84,9.11,51.2,4.19
mock_nwp_a,MB04,2023-02-11,2023-02-10,1,0.0,21.03,6.53,52.3,5.46
mock_nwp_a,MB05,2023-02-11,2023-02-10,1,0.0,22.19,7.71,61.4,5.75
mock_nwp_a,MB06,2023-02-11,2023-02-10,1,0.0,21.2,8.04,54.8,6.35
mock_nwp_a,MB01,2023-02-12,2023-02-11,1,0.0,22.92,11.5,61.0,7.76
mock_nwp_a,MB02,2023-02-12,2023-02-11,1,9.67,24.4,10.08,61.2,7.54
mock_nwp_a,MB03,2023-02-12,2023-02-11,1,0.0,22.77,8.52,57.9,8.44
mock_nwp_a,MB04,2023-02-12,2023-02-11,1,0.0,23.88,10.39,65.4,9.09
mock_nwp_a,MB05,2023-02-12,2023-02-11,1,0.0,23.57,9.03,57.2,8.78
mock_nwp_a,MB06,2023-02-12,2023-02-11,1,0.0,23.61,11.47,70.8,7.22
mock_nwp_a,MB01,2023-02-13,2023-02-12,1,0.0,25.02,8.11,55.9,9.39
mock_nwp_a,MB02,2023-02-13,2023-02-12,1,0.0,27.61,11.3,65.3,10.57
mock_nwp_a,MB03,2023-02-13,2023-02-12,1,0.0,24.99,10.5,58.4,10.59
mock_nwp_a,MB04,2023-02-13,2023-02-12,1,0.0,22.54,9.76,53.8,12.24
mock_nwp_a,MB05,2023-02-13,2023-02-12,1,0.0,25.04,8.86,60.6,9.52
mock_nwp_a,MB06,2023-02-13,2023-02-12,1,0.0,25.17,11.02,59.9,14.05
mock_nwp_a,MB01,2023-02-14,2023-02-13,1,0.0,22.81,9.77,52.9,11.28
mock_nwp_a,MB02,2023-02-14,2023-02-13,1,0.0,23.34,9.09,57.6,11.25
mock_nwp_a,MB03,2023-02-14,2023-02-13,1,0.0,23.6,9.34,49.4,13.39
mock_nwp_a,MB04,2023-02-14,2023-02-13,1,0.0,23.8,9.58,61.0,10.82
mock_nwp_a,MB05,2023-02-14,2023-02-13,1,0.0,21.9,10.09,53.4,12.25
mock_nwp_a,MB06,2023-02-14,2023-02-13,1,0.0,22.25,10.67,66.2,10.29
mock_nwp_a,MB01,2023-02-15,2023-02-14,1,0.0,24.13,11.83,61.9,7.46
mock_nwp_a,MB02,2023-02-15,2023-02-14,1,0.0,25.79,10.76,67.6,8.67
mock_nwp_a,MB03,2023-02-15,2023-02-14,1,0.0,25.7,9.78,54.2,5.04
mock_nwp_a,MB04,2023-02-15,2023-02-14,1,0.0,24.38,11.92,53.9,6.15
mock_nwp_a,MB05,2023-02-15,2023-02-14,1,0.0,24.09,10.82,63.5,6.31
mock_nwp_a,MB06,2023-02-15,2023-02-14,1,0.0,26.75,9.15,54.0,6.24
mock_nwp_a,MB01,2023-02-16,2023-02-15,1,0.0,28.05,11.75,56.0,5.77
mock_nwp_a,MB02,2023-02-16,2023-02-15,1,0.0,26.41,10.55,49.1,7.56
mock_nwp_a,MB03,2023-02-16,2023-02-15,1,0.0,26.19,11.7,48.6,11.8
mock_nwp_a,MB04,2023-02-16,2023-02-15,1,0.0,23.69,15.02,50.4,8.27
mock_nwp_a,MB05,2023-02-16,2023-02-15,1,0.0,28.25,12.79,65.8,5.73
mock_nwp_a,MB06,2023-02-16,2023-02-15,1,0.0,27.02,13.82,67.2,6.02
mock_nwp_a,MB01,2023-02-17,2023-02-16,1,0.0,23.95,10.11,61.2,11.19
